id,title,released_year,runtime,genre,overview
176,H\366stsonaten,1978,99,"Drama, Music","A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist."
177,The Message,1976,177,"Biography, Drama, History",This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.
178,Sholay,1975,204,"Action, Adventure, Comedy","After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit."
179,Monty Python and the Holy Grail,1975,91,"Adventure, Comedy, Fantasy","King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
180,The Great Escape,1963,172,"Adventure, Drama, History",Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.
181,To Kill a Mockingbird,1962,129,"Crime, Drama","Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice."
182,Y\364jinb\364,1961,110,"Action, Drama, Thriller",A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.
183,Judgment at Nuremberg,1961,179,"Drama, War","In 1948, an American court in occupied Germany tries four Nazis judged for war crimes."
184,Some Like It Hot,1959,121,"Comedy, Music, Romance","After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."
185,Smultronst\344llet,1957,91,"Drama, Romance","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
186,Det sjunde inseglet,1957,96,"Drama, Fantasy, History","A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
187,Du rififi chez les hommes,1955,118,"Crime, Drama, Thriller","Four men plan a technically perfect crime, but the human element intervenes..."
188,Dial M for Murder,1954,105,"Crime, Thriller",A former tennis player tries to arrange his wife's murder after learning of her affair.
189,T\364ky\364 monogatari,1953,136,Drama,"An old couple visit their children and grandchildren in the city, but receive little attention."
190,Rash\364mon,1950,88,"Crime, Drama, Mystery","The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter."
191,All About Eve,1950,138,Drama,A seemingly timid but secretly ruthless ing\351nue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.
192,The Treasure of the Sierra Madre,1948,126,"Adventure, Drama, Western",Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
193,To Be or Not to Be,1942,99,"Comedy, War","During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
194,The Gold Rush,1925,95,"Adventure, Comedy, Drama",A prospector goes to the Klondike in search of gold and finds it and more.
195,Sherlock Jr.,1924,45,"Action, Comedy, Romance","A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch."
196,Portrait de la jeune fille en feu,2019,122,"Drama, Romance","On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman."
197,Pink,2016,136,"Drama, Thriller","When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names."
198,Koe no katachi,2016,130,"Animation, Drama, Family","A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption."
199,Contratiempo,2016,106,"Crime, Drama, Mystery",A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.
200,Ah-ga-ssi,2016,145,"Drama, Romance, Thriller","A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her."
201,Mommy,2014,139,Drama,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household."
202,Haider,2014,160,"Action, Crime, Drama","A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate."
203,Logan,2017,137,"Action, Drama, Sci-Fi","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
204,Room,2015,118,"Drama, Thriller","Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time."
205,Relatos salvajes,2014,122,"Comedy, Drama, Thriller",Six short stories that explore the extremities of human behavior involving people in distress.
206,Soul,2020,100,"Animation, Adventure, Comedy","After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife."
207,Kis Uykusu,2014,196,Drama,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.
208,PK,2014,153,"Comedy, Drama, Musical",An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.
209,OMG: Oh My God!,2012,125,"Comedy, Drama, Fantasy",A shopkeeper takes God to court when his shop is destroyed by an earthquake.
210,The Grand Budapest Hotel,2014,99,"Adventure, Comedy, Crime","A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge."
211,Gone Girl,2014,149,"Drama, Mystery, Thriller","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
212,\324kami kodomo no Ame to Yuki,2012,117,"Animation, Drama, Fantasy","After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society."
213,Hacksaw Ridge,2016,139,"Biography, Drama, History","World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot."
214,Inside Out,2015,95,"Animation, Adventure, Comedy","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school."
215,Barfi!,2012,151,"Comedy, Drama, Romance",Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
216,12 Years a Slave,2013,134,"Biography, Drama, History","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
217,Rush,2013,123,"Action, Biography, Drama",The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.
218,Ford v Ferrari,2019,152,"Action, Biography, Drama",American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
219,Spotlight,2015,129,"Biography, Crime, Drama","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
220,Song of the Sea,2014,93,"Animation, Adventure, Drama","Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
221,Kahaani,2012,122,"Mystery, Thriller","A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him."
222,Zindagi Na Milegi Dobara,2011,155,"Comedy, Drama",Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.
223,Prisoners,2013,153,"Crime, Drama, Mystery","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
